area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
10.08,1062,1.445,0.02,0.002,0.001,5562.27,"(4.19e+03,6.28e+03]",8.62376157730502,"(7.74,9.26]",14.5656,36397.377,"(3.12e+04,3.9e+04]"
10.89,868,1.439,0.151,0.08,0.001,5573.16,"(4.19e+03,6.28e+03]",8.62571749700848,"(7.74,9.26]",15.67071,36413.04771,"(3.12e+04,3.9e+04]"
1.8,157,1.428,0.021,0.004,0.001,5574.96,"(4.19e+03,6.28e+03]",8.62604042141469,"(7.74,9.26]",2.5704,36415.61811,"(3.12e+04,3.9e+04]"
15.93,226,1.427,0.005,0.002,0.001,5590.89,"(4.19e+03,6.28e+03]",8.62889376635626,"(7.74,9.26]",22.73211,36438.35022,"(3.12e+04,3.9e+04]"
10.8,113,1.423,0.005,0.002,0.001,5601.69,"(4.19e+03,6.28e+03]",8.63082361690938,"(7.74,9.26]",15.3684,36453.71862,"(3.12e+04,3.9e+04]"
10.26,329,1.416,0.073,0.003,0.001,5611.95,"(4.19e+03,6.28e+03]",8.63265353170298,"(7.74,9.26]",14.52816,36468.24678,"(3.12e+04,3.9e+04]"
10.08,879,1.414,0.153,0.089,0.001,5622.03,"(4.19e+03,6.28e+03]",8.63444808763154,"(7.74,9.26]",14.25312,36482.4999,"(3.12e+04,3.9e+04]"
11.16,1193,1.411,0.018,0.002,0.001,5633.19,"(4.19e+03,6.28e+03]",8.63643116813237,"(7.74,9.26]",15.74676,36498.24666,"(3.12e+04,3.9e+04]"
5.13,560,1.405,0.062,0.003,0.001,5638.32,"(4.19e+03,6.28e+03]",8.6373414277789,"(7.74,9.26]",7.20765,36505.45431,"(3.12e+04,3.9e+04]"
2.88,865,1.391,0.096,0.003,0.001,5641.2,"(4.19e+03,6.28e+03]",8.63785208781809,"(7.74,9.26]",4.00608,36509.46039,"(3.12e+04,3.9e+04]"
7.65,194,1.387,0.123,0.002,0.002,5648.85,"(4.19e+03,6.28e+03]",8.63920726360044,"(7.74,9.26]",10.61055,36520.07094,"(3.12e+04,3.9e+04]"
9.27,234,1.385,0.051,0.002,0.001,5658.12,"(4.19e+03,6.28e+03]",8.64084696054435,"(7.74,9.26]",12.83895,36532.90989,"(3.12e+04,3.9e+04]"
3.06,1100,1.384,0.045,0.002,0.001,5661.18,"(4.19e+03,6.28e+03]",8.64138763003355,"(7.74,9.26]",4.23504,36537.14493,"(3.12e+04,3.9e+04]"
4.77,404,1.383,0.068,0.003,0.003,5665.95,"(4.19e+03,6.28e+03]",8.64222985578393,"(7.74,9.26]",6.59691,36543.74184,"(3.12e+04,3.9e+04]"
10.08,1038,1.38,0.163,0.09,0.001,5676.03,"(4.19e+03,6.28e+03]",8.64400732367823,"(7.74,9.26]",13.9104,36557.65224,"(3.12e+04,3.9e+04]"
10.17,748,1.373,0.11,0.046,0.001,5686.2,"(4.19e+03,6.28e+03]",8.6457974657042,"(7.74,9.26]",13.96341,36571.61565,"(3.12e+04,3.9e+04]"
27.72,52,1.37,0.027,0.002,0.001,5713.92,"(4.19e+03,6.28e+03]",8.65066058199267,"(7.74,9.26]",37.9764,36609.59205,"(3.12e+04,3.9e+04]"
10.8,1041,1.367,0.118,0.072,0.001,5724.72,"(4.19e+03,6.28e+03]",8.65254891892945,"(7.74,9.26]",14.7636,36624.35565,"(3.12e+04,3.9e+04]"
5.4,1082,1.364,0.05,0.002,0.001,5730.12,"(4.19e+03,6.28e+03]",8.65349175189787,"(7.74,9.26]",7.3656,36631.72125,"(3.12e+04,3.9e+04]"
4.86,326,1.358,0.093,0.01,0.001,5734.98,"(4.19e+03,6.28e+03]",8.65433954219907,"(7.74,9.26]",6.59988,36638.32113,"(3.12e+04,3.9e+04]"
10.17,1167,1.354,0.027,0.008,0.001,5745.15,"(4.19e+03,6.28e+03]",8.65611129960258,"(7.74,9.26]",13.77018,36652.09131,"(3.12e+04,3.9e+04]"
10.8,201,1.352,0.036,0.002,0.001,5755.95,"(4.19e+03,6.28e+03]",8.65798938138162,"(7.74,9.26]",14.6016,36666.69291,"(3.12e+04,3.9e+04]"
9.99,896,1.343,0.025,0.003,0.001,5765.94,"(4.19e+03,6.28e+03]",8.65972347231694,"(7.74,9.26]",13.41657,36680.10948,"(3.12e+04,3.9e+04]"
6.66,323,1.338,0.083,0.003,0.001,5772.6,"(4.19e+03,6.28e+03]",8.66087786459528,"(7.74,9.26]",8.91108,36689.02056,"(3.12e+04,3.9e+04]"
3.33,1019,1.33,0.087,0.003,0.001,5775.93,"(4.19e+03,6.28e+03]",8.66145456138565,"(7.74,9.26]",4.4289,36693.44946,"(3.12e+04,3.9e+04]"
2.16,1107,1.329,0.038,0.002,0.001,5778.09,"(4.19e+03,6.28e+03]",8.66182845722886,"(7.74,9.26]",2.87064,36696.3201,"(3.12e+04,3.9e+04]"
13.32,1053,1.324,0.005,0.002,0.001,5791.41,"(4.19e+03,6.28e+03]",8.66413106423611,"(7.74,9.26]",17.63568,36713.95578,"(3.12e+04,3.9e+04]"
10.71,40,1.315,0.099,0.02,0.001,5802.12,"(4.19e+03,6.28e+03]",8.66597864699074,"(7.74,9.26]",14.08365,36728.03943,"(3.12e+04,3.9e+04]"
5.94,737,1.311,0.079,0.003,0.001,5808.06,"(4.19e+03,6.28e+03]",8.66700188702978,"(7.74,9.26]",7.78734,36735.82677,"(3.12e+04,3.9e+04]"
4.95,123,1.306,0.005,0.002,0.001,5813.01,"(4.19e+03,6.28e+03]",8.667853787982,"(7.74,9.26]",6.4647,36742.29147,"(3.12e+04,3.9e+04]"
3.42,1210,1.3,0.022,0.002,0.001,5816.43,"(4.19e+03,6.28e+03]",8.66844195045561,"(7.74,9.26]",4.446,36746.73747,"(3.12e+04,3.9e+04]"
12.87,1087,1.269,0.014,0.002,0.001,5829.3,"(4.19e+03,6.28e+03]",8.67065220352509,"(7.74,9.26]",16.33203,36763.0695,"(3.12e+04,3.9e+04]"
12.51,591,1.267,0.003,0.002,0.001,5841.81,"(4.19e+03,6.28e+03]",8.67279595931028,"(7.74,9.26]",15.85017,36778.91967,"(3.12e+04,3.9e+04]"
47.79,486,1.262,0.089,0.068,0.001,5889.6,"(4.19e+03,6.28e+03]",8.68094336262476,"(7.74,9.26]",60.31098,36839.23065,"(3.12e+04,3.9e+04]"
11.16,533,1.256,0.103,0.061,0.001,5900.76,"(4.19e+03,6.28e+03]",8.68283643515738,"(7.74,9.26]",14.01696,36853.24761,"(3.12e+04,3.9e+04]"
10.53,845,1.254,0.006,0.004,0.001,5911.29,"(4.19e+03,6.28e+03]",8.68461936069349,"(7.74,9.26]",13.20462,36866.45223,"(3.12e+04,3.9e+04]"
12.87,829,1.245,0.105,0.069,0.001,5924.16,"(4.19e+03,6.28e+03]",8.68679418380081,"(7.74,9.26]",16.02315,36882.47538,"(3.12e+04,3.9e+04]"
10.8,800,1.24,0.043,0.003,0.001,5934.96,"(4.19e+03,6.28e+03]",8.68861556734119,"(7.74,9.26]",13.392,36895.86738,"(3.12e+04,3.9e+04]"
15.21,180,1.232,0.039,0.002,0.001,5950.17,"(4.19e+03,6.28e+03]",8.69117506956009,"(7.74,9.26]",18.73872,36914.6061,"(3.12e+04,3.9e+04]"
4.5,371,1.232,0.049,0.003,0.001,5954.67,"(4.19e+03,6.28e+03]",8.69193106463677,"(7.74,9.26]",5.544,36920.1501,"(3.12e+04,3.9e+04]"
15.21,833,1.231,0.049,0.003,0.001,5969.88,"(4.19e+03,6.28e+03]",8.69448210568212,"(7.74,9.26]",18.72351,36938.87361,"(3.12e+04,3.9e+04]"
13.05,1065,1.224,0.012,0.002,0.001,5982.93,"(4.19e+03,6.28e+03]",8.69666569350544,"(7.74,9.26]",15.9732,36954.84681,"(3.12e+04,3.9e+04]"
5.85,248,1.22,0.062,0.002,0.001,5988.78,"(4.19e+03,6.28e+03]",8.6976429975774,"(7.74,9.26]",7.137,36961.98381,"(3.12e+04,3.9e+04]"
13.23,71,1.213,0.082,0.002,0.001,6002.01,"(4.19e+03,6.28e+03]",8.69984969211022,"(7.74,9.26]",16.04799,36978.0318,"(3.12e+04,3.9e+04]"
20.97,117,1.209,0.009,0.002,0.001,6022.98,"(4.19e+03,6.28e+03]",8.70333743243386,"(7.74,9.26]",25.35273,37003.38453,"(3.12e+04,3.9e+04]"
8.19,1060,1.203,0.003,0.002,0.001,6031.17,"(4.19e+03,6.28e+03]",8.70469630075062,"(7.74,9.26]",9.85257,37013.2371,"(3.12e+04,3.9e+04]"
24.21,1153,1.2,0.037,0.004,0.001,6055.38,"(4.19e+03,6.28e+03]",8.70870241206919,"(7.74,9.26]",29.052,37042.2891,"(3.12e+04,3.9e+04]"
10.44,661,1.197,0.013,0.002,0.001,6065.82,"(4.19e+03,6.28e+03]",8.71042501421775,"(7.74,9.26]",12.49668,37054.78578,"(3.12e+04,3.9e+04]"
10.17,566,1.189,0.066,0.033,0.001,6075.99,"(4.19e+03,6.28e+03]",8.71210021789469,"(7.74,9.26]",12.09213,37066.87791,"(3.12e+04,3.9e+04]"
2.07,922,1.176,0.094,0.003,0.001,6078.06,"(4.19e+03,6.28e+03]",8.71244084509633,"(7.74,9.26]",2.43432,37069.31223,"(3.12e+04,3.9e+04]"
8.55,245,1.173,0.02,0.002,0.001,6086.61,"(4.19e+03,6.28e+03]",8.71384655547037,"(7.74,9.26]",10.02915,37079.34138,"(3.12e+04,3.9e+04]"
12.6,916,1.173,0.205,0.13,0.001,6099.21,"(4.19e+03,6.28e+03]",8.71591453357777,"(7.74,9.26]",14.7798,37094.12118,"(3.12e+04,3.9e+04]"
39.15,788,1.17,0.081,0.031,0.001,6138.36,"(4.19e+03,6.28e+03]",8.72231288448617,"(7.74,9.26]",45.8055,37139.92668,"(3.12e+04,3.9e+04]"
10.26,61,1.163,0.024,0.002,0.002,6148.62,"(4.19e+03,6.28e+03]",8.7239829453774,"(7.74,9.26]",11.93238,37151.85906,"(3.12e+04,3.9e+04]"
6.48,927,1.162,0.039,0.006,0.001,6155.1,"(4.19e+03,6.28e+03]",8.72503628544027,"(7.74,9.26]",7.52976,37159.38882,"(3.12e+04,3.9e+04]"
0.54,57,1.147,0.038,0.002,0.001,6155.64,"(4.19e+03,6.28e+03]",8.72512401371661,"(7.74,9.26]",0.61938,37160.0082,"(3.12e+04,3.9e+04]"
2.88,1064,1.146,0.021,0.002,0.001,6158.52,"(4.19e+03,6.28e+03]",8.72559176792031,"(7.74,9.26]",3.30048,37163.30868,"(3.12e+04,3.9e+04]"
15.21,391,1.142,0.006,0.002,0.001,6173.73,"(4.19e+03,6.28e+03]",8.72805847232742,"(7.74,9.26]",17.36982,37180.6785,"(3.12e+04,3.9e+04]"
15.84,293,1.137,0.06,0.002,0.001,6189.57,"(4.19e+03,6.28e+03]",8.73062089638364,"(7.74,9.26]",18.01008,37198.68858,"(3.12e+04,3.9e+04]"
10.17,465,1.131,0.026,0.002,0.001,6199.74,"(4.19e+03,6.28e+03]",8.73226263467,"(7.74,9.26]",11.50227,37210.19085,"(3.12e+04,3.9e+04]"
3.87,1216,1.093,0.012,0.002,0.001,6203.61,"(4.19e+03,6.28e+03]",8.73288665965124,"(7.74,9.26]",4.22991,37214.42076,"(3.12e+04,3.9e+04]"
12.96,484,1.093,0.041,0.009,0.001,6216.57,"(4.19e+03,6.28e+03]",8.7349735866851,"(7.74,9.26]",14.16528,37228.58604,"(3.12e+04,3.9e+04]"
2.16,108,1.089,0.033,0.002,0.001,6218.73,"(4.19e+03,6.28e+03]",8.73532098482133,"(7.74,9.26]",2.35224,37230.93828,"(3.12e+04,3.9e+04]"
7.29,536,1.086,0.025,0.003,0.001,6226.02,"(4.19e+03,6.28e+03]",8.73649256333176,"(7.74,9.26]",7.91694,37238.85522,"(3.12e+04,3.9e+04]"
10.17,976,1.086,0.169,0.089,0.001,6236.19,"(4.19e+03,6.28e+03]",8.7381246979624,"(7.74,9.26]",11.04462,37249.89984,"(3.12e+04,3.9e+04]"
5.94,64,1.082,0.03,0.002,0.001,6242.13,"(4.19e+03,6.28e+03]",8.73907674927198,"(7.74,9.26]",6.42708,37256.32692,"(3.12e+04,3.9e+04]"
12.06,593,1.066,0.024,0.012,0.001,6254.19,"(4.19e+03,6.28e+03]",8.74100691811275,"(7.74,9.26]",12.85596,37269.18288,"(3.12e+04,3.9e+04]"
10.62,969,1.065,0.119,0.043,0.001,6264.81,"(4.19e+03,6.28e+03]",8.7427035396556,"(7.74,9.26]",11.3103,37280.49318,"(3.12e+04,3.9e+04]"
9.99,586,1.062,0.105,0.066,0.001,6274.8,"(4.19e+03,6.28e+03]",8.74429689098209,"(7.74,9.26]",10.60938,37291.10256,"(3.12e+04,3.9e+04]"
7.47,847,1.062,0.027,0.024,0.001,6282.27,"(6.28e+03,8.37e+03]",8.74548665911767,"(7.74,9.26]",7.93314,37299.0357,"(3.12e+04,3.9e+04]"
1.98,978,1.062,0.164,0.032,0.001,6284.25,"(6.28e+03,8.37e+03]",8.74580178216151,"(7.74,9.26]",2.10276,37301.13846,"(3.12e+04,3.9e+04]"
47.79,787,1.059,0.05,0.003,0.001,6332.04,"(6.28e+03,8.37e+03]",8.75337773810034,"(7.74,9.26]",50.60961,37351.74807,"(3.12e+04,3.9e+04]"
1.8,264,1.053,0.069,0.002,0.001,6333.84,"(6.28e+03,8.37e+03]",8.75366196628064,"(7.74,9.26]",1.8954,37353.64347,"(3.12e+04,3.9e+04]"
20.79,151,1.047,0.014,0.002,0.001,6354.63,"(6.28e+03,8.37e+03]",8.75693896005605,"(7.74,9.26]",21.76713,37375.4106,"(3.12e+04,3.9e+04]"
10.8,256,1.045,0.02,0.002,0.001,6365.43,"(6.28e+03,8.37e+03]",8.75863706566172,"(7.74,9.26]",11.286,37386.6966,"(3.12e+04,3.9e+04]"
6.21,866,1.044,0.022,0.003,0.001,6371.64,"(6.28e+03,8.37e+03]",8.75961217225877,"(7.74,9.26]",6.48324,37393.17984,"(3.12e+04,3.9e+04]"
17.28,991,1.042,0.051,0.004,0.001,6388.92,"(6.28e+03,8.37e+03]",8.76232051900258,"(7.74,9.26]",18.00576,37411.1856,"(3.12e+04,3.9e+04]"
3.42,618,1.037,0.063,0.014,0.001,6392.34,"(6.28e+03,8.37e+03]",8.76285567752086,"(7.74,9.26]",3.54654,37414.73214,"(3.12e+04,3.9e+04]"
12.24,1105,1.032,0.055,0.002,0.001,6404.58,"(6.28e+03,8.37e+03]",8.76476863841029,"(7.74,9.26]",12.63168,37427.36382,"(3.12e+04,3.9e+04]"
3.06,1030,1.028,0.023,0.002,0.001,6407.64,"(6.28e+03,8.37e+03]",8.76524630739477,"(7.74,9.26]",3.14568,37430.5095,"(3.12e+04,3.9e+04]"
1.71,252,1.028,0.035,0.003,0.001,6409.35,"(6.28e+03,8.37e+03]",8.76551314071682,"(7.74,9.26]",1.75788,37432.26738,"(3.12e+04,3.9e+04]"
15.75,1068,1.02,0.005,0.002,0.001,6425.1,"(6.28e+03,8.37e+03]",8.76796747384464,"(7.74,9.26]",16.065,37448.33238,"(3.12e+04,3.9e+04]"
27.27,433,1.02,0.078,0.02,0.001,6452.37,"(6.28e+03,8.37e+03]",8.77220278416005,"(7.74,9.26]",27.8154,37476.14778,"(3.12e+04,3.9e+04]"
2.97,1194,1.019,0.055,0.002,0.002,6455.34,"(6.28e+03,8.37e+03]",8.77266297424062,"(7.74,9.26]",3.02643,37479.17421,"(3.12e+04,3.9e+04]"
6.03,500,1.017,0.018,0.002,0.001,6461.37,"(6.28e+03,8.37e+03]",8.77359664859548,"(7.74,9.26]",6.13251,37485.30672,"(3.12e+04,3.9e+04]"
3.87,356,1.015,0.1,0.003,0.001,6465.24,"(6.28e+03,8.37e+03]",8.77419541348676,"(7.74,9.26]",3.92805,37489.23477,"(3.12e+04,3.9e+04]"
1.26,414,1.015,0.007,0.002,0.001,6466.5,"(6.28e+03,8.37e+03]",8.7743902828553,"(7.74,9.26]",1.2789,37490.51367,"(3.12e+04,3.9e+04]"
10.08,418,1.011,0.005,0.002,0.001,6476.58,"(6.28e+03,8.37e+03]",8.77594787224483,"(7.74,9.26]",10.19088,37500.70455,"(3.12e+04,3.9e+04]"
1.17,1197,1.009,0.07,0.002,0.002,6477.75,"(6.28e+03,8.37e+03]",8.7761285068285,"(7.74,9.26]",1.18053,37501.88508,"(3.12e+04,3.9e+04]"
23.85,1023,1.006,0.143,0.019,0.001,6501.6,"(6.28e+03,8.37e+03]",8.779803579439,"(7.74,9.26]",23.9931,37525.87818,"(3.12e+04,3.9e+04]"
5.58,1168,0.999,0.007,0.002,0.001,6507.18,"(6.28e+03,8.37e+03]",8.78066146162967,"(7.74,9.26]",5.57442,37531.4526,"(3.12e+04,3.9e+04]"
2.79,1020,0.998,0.077,0.005,0.001,6509.97,"(6.28e+03,8.37e+03]",8.78109012689707,"(7.74,9.26]",2.78442,37534.23702,"(3.12e+04,3.9e+04]"
10.89,982,0.996,0.063,0.003,0.001,6520.86,"(6.28e+03,8.37e+03]",8.78276154806291,"(7.74,9.26]",10.84644,37545.08346,"(3.12e+04,3.9e+04]"
10.8,28,0.994,0.066,0.005,0.001,6531.66,"(6.28e+03,8.37e+03]",8.78441640129656,"(7.74,9.26]",10.7352,37555.81866,"(3.12e+04,3.9e+04]"
13.05,127,0.992,0.009,0.002,0.001,6544.71,"(6.28e+03,8.37e+03]",8.7864123687298,"(7.74,9.26]",12.9456,37568.76426,"(3.12e+04,3.9e+04]"
8.37,614,0.987,0.135,0.065,0.001,6553.08,"(6.28e+03,8.37e+03]",8.78769044711392,"(7.74,9.26]",8.26119,37577.02545,"(3.12e+04,3.9e+04]"
0.9,331,0.98,0.087,0.003,0.001,6553.98,"(6.28e+03,8.37e+03]",8.78782777768254,"(7.74,9.26]",0.882,37577.90745,"(3.12e+04,3.9e+04]"
4.95,66,0.971,0.007,0.002,0.001,6558.93,"(6.28e+03,8.37e+03]",8.78858275887819,"(7.74,9.26]",4.80645,37582.7139,"(3.12e+04,3.9e+04]"
10.62,1024,0.97,0.184,0.147,0.001,6569.55,"(6.28e+03,8.37e+03]",8.79020061598221,"(7.74,9.26]",10.3014,37593.0153,"(3.12e+04,3.9e+04]"
6.84,229,0.969,0.029,0.002,0.001,6576.39,"(6.28e+03,8.37e+03]",8.79124124154679,"(7.74,9.26]",6.62796,37599.64326,"(3.12e+04,3.9e+04]"
8.46,128,0.968,0.014,0.002,0.001,6584.85,"(6.28e+03,8.37e+03]",8.79252683487466,"(7.74,9.26]",8.18928,37607.83254,"(3.12e+04,3.9e+04]"
5.67,447,0.962,0.014,0.002,0.001,6590.52,"(6.28e+03,8.37e+03]",8.79338753181903,"(7.74,9.26]",5.45454,37613.28708,"(3.12e+04,3.9e+04]"
7.38,42,0.961,0.061,0.002,0.001,6597.9,"(6.28e+03,8.37e+03]",8.79450669556576,"(7.74,9.26]",7.09218,37620.37926,"(3.12e+04,3.9e+04]"
5.67,823,0.959,0.056,0.003,0.001,6603.57,"(6.28e+03,8.37e+03]",8.79536569086684,"(7.74,9.26]",5.43753,37625.81679,"(3.12e+04,3.9e+04]"
4.95,408,0.955,0.017,0.002,0.001,6608.52,"(6.28e+03,8.37e+03]",8.79611500459867,"(7.74,9.26]",4.72725,37630.54404,"(3.12e+04,3.9e+04]"
10.26,35,0.951,0.002,0.001,0.001,6618.78,"(6.28e+03,8.37e+03]",8.79766634191735,"(7.74,9.26]",9.75726,37640.3013,"(3.12e+04,3.9e+04]"
10.35,51,0.945,0.031,0.002,0.001,6629.13,"(6.28e+03,8.37e+03]",8.79922885285013,"(7.74,9.26]",9.78075,37650.08205,"(3.12e+04,3.9e+04]"
2.79,1144,0.942,0.03,0.002,0.001,6631.92,"(6.28e+03,8.37e+03]",8.7996496340162,"(7.74,9.26]",2.62818,37652.71023,"(3.12e+04,3.9e+04]"
15.48,988,0.941,0.031,0.002,0.001,6647.4,"(6.28e+03,8.37e+03]",8.80198107975468,"(7.74,9.26]",14.56668,37667.27691,"(3.12e+04,3.9e+04]"
21.06,880,0.937,0.011,0.003,0.001,6668.46,"(6.28e+03,8.37e+03]",8.80514422769401,"(7.74,9.26]",19.73322,37687.01013,"(3.12e+04,3.9e+04]"
2.43,771,0.935,0.021,0.003,0.001,6670.89,"(6.28e+03,8.37e+03]",8.8055085632916,"(7.74,9.26]",2.27205,37689.28218,"(3.12e+04,3.9e+04]"
6.57,1147,0.931,0.009,0.002,0.001,6677.46,"(6.28e+03,8.37e+03]",8.80649295470036,"(7.74,9.26]",6.11667,37695.39885,"(3.12e+04,3.9e+04]"
10.71,814,0.927,0.083,0.057,0.001,6688.17,"(6.28e+03,8.37e+03]",8.80809557310178,"(7.74,9.26]",9.92817,37705.32702,"(3.12e+04,3.9e+04]"
4.05,507,0.924,0.073,0.013,0.001,6692.22,"(6.28e+03,8.37e+03]",8.80870093664106,"(7.74,9.26]",3.7422,37709.06922,"(3.12e+04,3.9e+04]"
2.16,600,0.917,0.035,0.002,0.001,6694.38,"(6.28e+03,8.37e+03]",8.80902364741433,"(7.74,9.26]",1.98072,37711.04994,"(3.12e+04,3.9e+04]"
10.26,277,0.913,0.004,0.002,0.001,6704.64,"(6.28e+03,8.37e+03]",8.81055510299918,"(7.74,9.26]",9.36738,37720.41732,"(3.12e+04,3.9e+04]"
9.18,649,0.912,0.004,0.003,0.001,6713.82,"(6.28e+03,8.37e+03]",8.81192336752912,"(7.74,9.26]",8.37216,37728.78948,"(3.12e+04,3.9e+04]"
15.12,971,0.912,0.145,0.068,0.001,6728.94,"(6.28e+03,8.37e+03]",8.81417290651905,"(7.74,9.26]",13.78944,37742.57892,"(3.12e+04,3.9e+04]"
11.88,875,0.909,0.031,0.003,0.001,6740.82,"(6.28e+03,8.37e+03]",8.81593685822723,"(7.74,9.26]",10.79892,37753.37784,"(3.12e+04,3.9e+04]"
16.65,962,0.906,0.141,0.009,0.001,6757.47,"(6.28e+03,8.37e+03]",8.8184038386291,"(7.74,9.26]",15.0849,37768.46274,"(3.12e+04,3.9e+04]"
6.48,63,0.899,0.03,0.002,0.001,6763.95,"(6.28e+03,8.37e+03]",8.81936231791545,"(7.74,9.26]",5.82552,37774.28826,"(3.12e+04,3.9e+04]"
10.35,859,0.889,0.029,0.003,0.001,6774.3,"(6.28e+03,8.37e+03]",8.82089131937671,"(7.74,9.26]",9.20115,37783.48941,"(3.12e+04,3.9e+04]"
2.61,1134,0.885,0.01,0.002,0.001,6776.91,"(6.28e+03,8.37e+03]",8.82127652483545,"(7.74,9.26]",2.30985,37785.79926,"(3.12e+04,3.9e+04]"
10.17,496,0.882,0.041,0.024,0.001,6787.08,"(6.28e+03,8.37e+03]",8.8227760838746,"(7.74,9.26]",8.96994,37794.7692,"(3.12e+04,3.9e+04]"
30.15,432,0.877,0.004,0.002,0.001,6817.23,"(6.28e+03,8.37e+03]",8.82720850997509,"(7.74,9.26]",26.44155,37821.21075,"(3.12e+04,3.9e+04]"
10.53,291,0.864,0.004,0.002,0.001,6827.76,"(6.28e+03,8.37e+03]",8.82875193391169,"(7.74,9.26]",9.09792,37830.30867,"(3.12e+04,3.9e+04]"
5.85,255,0.862,0.037,0.002,0.001,6833.61,"(6.28e+03,8.37e+03]",8.82960836344366,"(7.74,9.26]",5.0427,37835.35137,"(3.12e+04,3.9e+04]"
10.71,989,0.862,0.089,0.018,0.001,6844.32,"(6.28e+03,8.37e+03]",8.83117439020192,"(7.74,9.26]",9.23202,37844.58339,"(3.12e+04,3.9e+04]"
5.4,438,0.857,0.013,0.003,0.001,6849.72,"(6.28e+03,8.37e+03]",8.83196305450842,"(7.74,9.26]",4.6278,37849.21119,"(3.12e+04,3.9e+04]"
30.96,1202,0.852,0.005,0.002,0.001,6880.68,"(6.28e+03,8.37e+03]",8.83647276325262,"(7.74,9.26]",26.37792,37875.58911,"(3.12e+04,3.9e+04]"
10.08,902,0.852,0.029,0.003,0.001,6890.76,"(6.28e+03,8.37e+03]",8.83793666271413,"(7.74,9.26]",8.58816,37884.17727,"(3.12e+04,3.9e+04]"
25.2,1016,0.85,0.025,0.003,0.001,6915.96,"(6.28e+03,8.37e+03]",8.84158706309646,"(7.74,9.26]",21.42,37905.59727,"(3.12e+04,3.9e+04]"
7.83,1046,0.849,0.005,0.002,0.001,6923.79,"(6.28e+03,8.37e+03]",8.84271858654673,"(7.74,9.26]",6.64767,37912.24494,"(3.12e+04,3.9e+04]"
10.8,660,0.846,0.078,0.055,0.001,6934.59,"(6.28e+03,8.37e+03]",8.8442772105975,"(7.74,9.26]",9.1368,37921.38174,"(3.12e+04,3.9e+04]"
2.79,1111,0.833,0.039,0.002,0.002,6937.38,"(6.28e+03,8.37e+03]",8.84467946060779,"(7.74,9.26]",2.32407,37923.70581,"(3.12e+04,3.9e+04]"
4.95,130,0.825,0.022,0.002,0.001,6942.33,"(6.28e+03,8.37e+03]",8.84539273202483,"(7.74,9.26]",4.08375,37927.78956,"(3.12e+04,3.9e+04]"
3.78,769,0.819,0.025,0.012,0.001,6946.11,"(6.28e+03,8.37e+03]",8.84593706963126,"(7.74,9.26]",3.09582,37930.88538,"(3.12e+04,3.9e+04]"
6.39,1163,0.816,0.003,0.002,0.001,6952.5,"(6.28e+03,8.37e+03]",8.84685658610812,"(7.74,9.26]",5.21424,37936.09962,"(3.12e+04,3.9e+04]"
15.66,727,0.812,0.078,0.031,0.001,6968.16,"(6.28e+03,8.37e+03]",8.84910648038123,"(7.74,9.26]",12.71592,37948.81554,"(3.12e+04,3.9e+04]"
1.53,1184,0.811,0.087,0.016,0.002,6969.69,"(6.28e+03,8.37e+03]",8.84932602643835,"(7.74,9.26]",1.24083,37950.05637,"(3.12e+04,3.9e+04]"
1.53,158,0.811,0.011,0.002,0.002,6971.22,"(6.28e+03,8.37e+03]",8.84954552430559,"(7.74,9.26]",1.24083,37951.2972,"(3.12e+04,3.9e+04]"
2.7,429,0.806,0.01,0.002,0.001,6973.92,"(6.28e+03,8.37e+03]",8.84993275599114,"(7.74,9.26]",2.1762,37953.4734,"(3.12e+04,3.9e+04]"
0.63,14,0.803,0.13,0.112,0.002,6974.55,"(6.28e+03,8.37e+03]",8.85002308847928,"(7.74,9.26]",0.50589,37953.97929,"(3.12e+04,3.9e+04]"
10.44,68,0.801,0.005,0.002,0.001,6984.99,"(6.28e+03,8.37e+03]",8.85151884005081,"(7.74,9.26]",8.36244,37962.34173,"(3.12e+04,3.9e+04]"
2.79,837,0.8,0.045,0.003,0.001,6987.78,"(6.28e+03,8.37e+03]",8.85191818821686,"(7.74,9.26]",2.232,37964.57373,"(3.12e+04,3.9e+04]"
2.7,1120,0.799,0.028,0.002,0.001,6990.48,"(6.28e+03,8.37e+03]",8.85230450239811,"(7.74,9.26]",2.1573,37966.73103,"(3.12e+04,3.9e+04]"
5.58,125,0.794,0.009,0.002,0.001,6996.06,"(6.28e+03,8.37e+03]",8.85310241243105,"(7.74,9.26]",4.43052,37971.16155,"(3.12e+04,3.9e+04]"
3.6,281,0.794,0.005,0.002,0.001,6999.66,"(6.28e+03,8.37e+03]",8.85361685542925,"(7.74,9.26]",2.8584,37974.01995,"(3.12e+04,3.9e+04]"
10.08,1090,0.793,0.011,0.002,0.001,7009.74,"(6.28e+03,8.37e+03]",8.85505588946918,"(7.74,9.26]",7.99344,37982.01339,"(3.12e+04,3.9e+04]"
3.6,156,0.793,0.044,0.003,0.002,7013.34,"(6.28e+03,8.37e+03]",8.85556932875343,"(7.74,9.26]",2.8548,37984.86819,"(3.12e+04,3.9e+04]"
